,Unnamed: 0,Asynchrony,Tap Onset,Test,True Onset,User ID,IOI,Max,Min,Sanitized Tap Onset,Sanitized Asynchrony,Sanitized Mean Asynchrony,Sanitized Std Dev Asynchrony,Mean Asynchrony,Std Dev Asynchrony,Missed Taps,Phase Correction Response,Group,Instrument
536,30,,,A3b4,24:24.6,552,0 days 00:00:00.325079000,24:24.8,24:24.5,24:24.7,20.713,17.79185185,36.37631328,1359.540345,85.58609784,4,-28.941,Professional,Percussion
537,31,,,A3b4,24:25.0,552,0 days 00:00:00.325079000,24:25.1,24:24.8,24:25.0,-8.228,17.79185185,36.37631328,1359.540345,85.58609784,4,,Professional,Percussion
538,1,77.15,21:37.2,A4a1,21:37.1,552,0 days 00:00:01.323537000,21:37.8,21:36.5,21:37.2,77.15,-126.1505882,273.0722701,-1638.309684,1377.698288,2,-72.549,Professional,Percussion
539,2,4.601,21:38.5,A4a1,21:38.5,552,0 days 00:00:01.137778000,21:39.0,21:37.8,21:38.5,4.601,-126.1505882,273.0722701,-1638.309684,1377.698288,2,190.511,Professional,Percussion
540,3,195.112,21:39.8,A4a1,21:39.6,552,0 days 00:00:01.068118000,21:40.1,21:39.0,21:39.8,195.112,-126.1505882,273.0722701,-1638.309684,1377.698288,2,-209.344,Professional,Percussion
541,4,-14.232,21:40.6,A4a1,21:40.7,552,0 days 00:00:01.509297000,21:41.4,21:40.1,21:40.6,-14.232,-126.1505882,273.0722701,-1638.309684,1377.698288,2,-462.468,Professional,Percussion
542,5,-476.7,21:41.7,A4a1,21:42.2,552,0 days 00:00:01.787936000,21:43.1,21:41.4,21:41.7,-476.7,-126.1505882,273.0722701,-1638.309684,1377.698288,2,56.194,Professional,Percussion
543,6,-420.506,21:43.5,A4a1,21:44.0,552,0 days 00:00:01.114558000,21:44.5,21:43.1,21:43.5,-420.506,-126.1505882,273.0722701,-1638.309684,1377.698288,2,434.241,Professional,Percussion
544,7,-732.088,21:44.3,A4a1,21:45.1,552,0 days 00:00:01.021678000,21:45.6,21:44.5,21:45.1,13.735,-126.1505882,273.0722701,-1638.309684,1377.698288,2,69.8,Professional,Percussion
545,8,-1007.943,21:45.1,A4a1,21:46.1,552,0 days 00:00:01.044898000,21:46.6,21:45.6,21:46.2,83.535,-126.1505882,273.0722701,-1638.309684,1377.698288,2,-96.46,Professional,Percussion
546,9,-961.363,21:46.2,A4a1,21:47.1,552,0 days 00:00:01.648617000,21:48.0,21:46.6,21:47.1,-12.925,-126.1505882,273.0722701,-1638.309684,1377.698288,2,-512.938,Professional,Percussion
547,10,-1661.542,21:47.1,A4a1,21:48.8,552,0 days 00:00:01.369977000,21:49.5,21:48.0,21:48.3,-525.863,-126.1505882,273.0722701,-1638.309684,1377.698288,2,351.508,Professional,Percussion
548,11,-1895.84,21:48.3,A4a1,21:50.2,552,0 days 00:00:01.044898000,21:50.7,21:49.5,21:50.0,-174.355,-126.1505882,273.0722701,-1638.309684,1377.698288,2,573.824,Professional,Percussion
549,12,-2152.696,21:49.0,A4a1,21:51.2,552,0 days 00:00:01.555737000,21:52.0,21:50.7,21:51.6,399.469,-126.1505882,273.0722701,-1638.309684,1377.698288,2,-847.25,Professional,Percussion
550,13,-2774.99,21:50.0,A4a1,21:52.8,552,0 days 00:00:01.904036000,21:53.7,21:52.0,21:52.3,-447.781,-126.1505882,273.0722701,-1638.309684,1377.698288,2,-88.885,Professional,Percussion
551,14,-3060.304,21:51.6,A4a1,21:54.7,552,0 days 00:00:01.253878000,21:55.3,21:53.7,21:54.1,-536.666,-126.1505882,273.0722701,-1638.309684,1377.698288,2,346.824,Professional,Percussion
552,15,-3605.695,21:52.3,A4a1,21:55.9,552,0 days 00:00:01.044898000,21:56.4,21:55.3,21:55.7,-189.842,-126.1505882,273.0722701,-1638.309684,1377.698288,2,200.217,Professional,Percussion
553,16,-2835.442,21:54.1,A4a1,21:57.0,552,0 days 00:00:01.207438000,21:57.6,21:56.4,21:57.0,10.375,-126.1505882,273.0722701,-1638.309684,1377.698288,2,-140.042,Professional,Percussion
554,17,-2442.178,21:55.7,A4a1,21:58.2,552,0 days 00:00:01.346757000,21:58.8,21:57.6,21:58.0,-129.667,-126.1505882,273.0722701,-1638.309684,1377.698288,2,,Professional,Percussion
555,18,-3495.871,21:56.0,A4a1,21:59.5,552,0 days 00:00:01.323537000,22:00.2,21:58.8,,,-126.1505882,273.0722701,-1638.309684,1377.698288,2,,Professional,Percussion
556,19,-3867.357,21:57.0,A4a1,22:00.8,552,0 days 00:00:01.323538000,22:01.5,22:00.2,,,-126.1505882,273.0722701,-1638.309684,1377.698288,2,,Professional,Percussion
557,1,656.85,14:50.3,A4a2,14:49.7,552,0 days 00:00:00.673379000,14:50.0,14:49.3,14:49.6,-14.454,-11.60394737,59.92519279,646.0643158,35.43256034,0,-2.075,Professional,Percussion
558,2,671.064,14:51.0,A4a2,14:50.3,552,0 days 00:00:00.603719000,14:50.6,14:50.0,14:50.3,-16.529,-11.60394737,59.92519279,646.0643158,35.43256034,0,83.874,Professional,Percussion
559,3,628.037,14:51.6,A4a2,14:50.9,552,0 days 00:00:00.603719000,14:51.2,14:50.6,14:51.0,67.345,-11.60394737,59.92519279,646.0643158,35.43256034,0,-43.027,Professional,Percussion
560,4,562.809,14:52.1,A4a2,14:51.5,552,0 days 00:00:00.696598000,14:51.9,14:51.2,14:51.6,24.318,-11.60394737,59.92519279,646.0643158,35.43256034,0,-158.107,Professional,Percussion
561,5,687.767,14:52.9,A4a2,14:52.2,552,0 days 00:00:00.766259000,14:52.6,14:51.9,14:52.1,-133.789,-11.60394737,59.92519279,646.0643158,35.43256034,0,55.297,Professional,Percussion
562,6,623.472,14:53.6,A4a2,14:53.0,552,0 days 00:00:00.603719000,14:53.3,14:52.6,14:52.9,-78.492,-11.60394737,59.92519279,646.0643158,35.43256034,0,98.245,Professional,Percussion
563,7,620.472,14:54.2,A4a2,14:53.6,552,0 days 00:00:00.557279000,14:53.9,14:53.3,14:53.6,19.753,-11.60394737,59.92519279,646.0643158,35.43256034,0,43.44,Professional,Percussion
564,8,627.004,14:54.8,A4a2,14:54.2,552,0 days 00:00:00.603718000,14:54.5,14:53.9,14:54.2,63.193,-11.60394737,59.92519279,646.0643158,35.43256034,0,-39.907,Professional,Percussion
565,9,627.643,14:55.4,A4a2,14:54.8,552,0 days 00:00:00.719819000,14:55.1,14:54.5,14:54.8,23.286,-11.60394737,59.92519279,646.0643158,35.43256034,0,-115.462,Professional,Percussion
566,10,661.03,14:56.1,A4a2,14:55.5,552,0 days 00:00:00.673379000,14:55.8,14:55.1,14:55.4,-92.176,-11.60394737,59.92519279,646.0643158,35.43256034,0,79.827,Professional,Percussion
567,11,649.716,14:56.8,A4a2,14:56.2,552,0 days 00:00:00.603718000,14:56.5,14:55.8,14:56.1,-12.349,-11.60394737,59.92519279,646.0643158,35.43256034,0,58.347,Professional,Percussion
568,12,634.326,14:57.4,A4a2,14:56.8,552,0 days 00:00:00.696599000,14:57.1,14:56.5,14:56.8,45.998,-11.60394737,59.92519279,646.0643158,35.43256034,0,-108.271,Professional,Percussion
569,13,682.228,14:58.1,A4a2,14:57.5,552,0 days 00:00:00.789479000,14:57.9,14:57.1,14:57.4,-62.273,-11.60394737,59.92519279,646.0643158,35.43256034,0,-44.978,Professional,Percussion
570,14,670.922,14:58.9,A4a2,14:58.2,552,0 days 00:00:00.603718000,14:58.6,14:57.9,14:58.1,-107.251,-11.60394737,59.92519279,646.0643158,35.43256034,0,174.455,Professional,Percussion
571,15,588.278,14:59.4,A4a2,14:58.9,552,0 days 00:00:00.580499000,14:59.1,14:58.6,14:58.9,67.204,-11.60394737,59.92519279,646.0643158,35.43256034,0,-59.425,Professional,Percussion
572,16,633.251,15:00.1,A4a2,14:59.4,552,0 days 00:00:00.673379000,14:59.8,14:59.1,14:59.4,7.779,-11.60394737,59.92519279,646.0643158,35.43256034,0,-47.907,Professional,Percussion
573,17,666.47,15:00.8,A4a2,15:00.1,552,0 days 00:00:00.650159000,15:00.4,14:59.8,15:00.1,-40.128,-11.60394737,59.92519279,646.0643158,35.43256034,0,56.439,Professional,Percussion
574,18,675.157,15:01.4,A4a2,15:00.8,552,0 days 00:00:00.673378000,15:01.1,15:00.4,15:00.8,16.311,-11.60394737,59.92519279,646.0643158,35.43256034,0,-14.532,Professional,Percussion
575,19,708.726,15:02.1,A4a2,15:01.4,552,0 days 00:00:00.673379000,15:01.8,15:01.1,15:01.4,1.779,-11.60394737,59.92519279,646.0643158,35.43256034,0,,Professional,Percussion
576,1,451.519,26:04.7,A4a3,26:04.2,552,0 days 00:00:00.417960000,26:04.4,26:04.0,26:04.3,17.705,23.45705263,48.85260374,477.6864211,44.95266095,0,15.854,Professional,Percussion
577,2,429.329,26:05.1,A4a3,26:04.7,552,0 days 00:00:00.394739000,26:04.9,26:04.4,26:04.7,33.559,23.45705263,48.85260374,477.6864211,44.95266095,0,1.031,Professional,Percussion
578,3,481.146,26:05.5,A4a3,26:05.1,552,0 days 00:00:00.417959000,26:05.3,26:04.9,26:05.1,34.59,23.45705263,48.85260374,477.6864211,44.95266095,0,28.597,Professional,Percussion
579,4,441.637,26:05.9,A4a3,26:05.5,552,0 days 00:00:00.441179000,26:05.7,26:05.3,26:05.5,63.187,23.45705263,48.85260374,477.6864211,44.95266095,0,-62.729,Professional,Percussion
580,5,491.266,26:06.4,A4a3,26:05.9,552,0 days 00:00:00.487619000,26:06.2,26:05.7,26:05.9,0.458,23.45705263,48.85260374,477.6864211,44.95266095,0,3.189,Professional,Percussion
581,6,484.448,26:06.9,A4a3,26:06.4,552,0 days 00:00:00.510839000,26:06.7,26:06.2,26:06.4,3.647,23.45705263,48.85260374,477.6864211,44.95266095,0,-30.038,Professional,Percussion
582,7,473.368,26:07.4,A4a3,26:06.9,552,0 days 00:00:00.487619000,26:07.2,26:06.7,26:06.9,-26.391,23.45705263,48.85260374,477.6864211,44.95266095,0,12.14,Professional,Percussion
583,8,491.524,26:07.9,A4a3,26:07.4,552,0 days 00:00:00.487619000,26:07.6,26:07.2,26:07.4,-14.251,23.45705263,48.85260374,477.6864211,44.95266095,0,18.156,Professional,Percussion
584,9,480.487,26:08.4,A4a3,26:07.9,552,0 days 00:00:00.464399000,26:08.1,26:07.6,26:07.9,3.905,23.45705263,48.85260374,477.6864211,44.95266095,0,12.183,Professional,Percussion
585,10,467.958,26:08.8,A4a3,26:08.3,552,0 days 00:00:00.464399000,26:08.6,26:08.1,26:08.4,16.088,23.45705263,48.85260374,477.6864211,44.95266095,0,-12.529,Professional,Percussion
586,11,538.58,26:09.4,A4a3,26:08.8,552,0 days 00:00:00.417960000,26:09.0,26:08.6,26:08.8,3.559,23.45705263,48.85260374,477.6864211,44.95266095,0,117.061,Professional,Percussion
587,12,411.437,26:09.6,A4a3,26:09.2,552,0 days 00:00:00.441179000,26:09.5,26:09.0,26:09.4,120.62,23.45705263,48.85260374,477.6864211,44.95266095,0,-150.362,Professional,Percussion
588,13,427.572,26:10.1,A4a3,26:09.7,552,0 days 00:00:00.487619000,26:09.9,26:09.5,26:09.6,-29.742,23.45705263,48.85260374,477.6864211,44.95266095,0,-30.305,Professional,Percussion
589,14,616.822,26:10.8,A4a3,26:10.2,552,0 days 00:00:00.487619000,26:10.4,26:09.9,26:10.1,-60.047,23.45705263,48.85260374,477.6864211,44.95266095,0,189.25,Professional,Percussion
590,15,486.896,26:11.1,A4a3,26:10.6,552,0 days 00:00:00.487619000,26:10.9,26:10.4,26:10.8,129.203,23.45705263,48.85260374,477.6864211,44.95266095,0,-129.926,Professional,Percussion
591,16,481.064,26:11.6,A4a3,26:11.1,552,0 days 00:00:00.464399000,26:11.4,26:10.9,26:11.1,-0.723,23.45705263,48.85260374,477.6864211,44.95266095,0,17.388,Professional,Percussion
592,17,466.872,26:12.1,A4a3,26:11.6,552,0 days 00:00:00.417959000,26:11.8,26:11.4,26:11.6,16.665,23.45705263,48.85260374,477.6864211,44.95266095,0,32.248,Professional,Percussion
593,18,502.698,26:12.5,A4a3,26:12.0,552,0 days 00:00:00.417959000,26:12.2,26:11.8,26:12.1,48.913,23.45705263,48.85260374,477.6864211,44.95266095,0,35.826,Professional,Percussion
594,19,451.419,26:12.9,A4a3,26:12.4,552,0 days 00:00:00.394740000,26:12.6,26:12.2,26:12.5,84.739,23.45705263,48.85260374,477.6864211,44.95266095,0,,Professional,Percussion
595,1,333.435,28:44.0,A4a4,28:43.7,552,0 days 00:00:00.301859000,28:43.8,28:43.5,28:43.8,67.371,17.13268421,24.0585253,348.8763684,27.85402887,0,-35.795,Professional,Percussion
596,2,326.282,28:44.3,A4a4,28:44.0,552,0 days 00:00:00.325079000,28:44.2,28:43.8,28:44.0,31.576,17.13268421,24.0585253,348.8763684,27.85402887,0,-30.373,Professional,Percussion
597,3,326.935,28:44.6,A4a4,28:44.3,552,0 days 00:00:00.301860000,28:44.5,28:44.2,28:44.3,1.203,17.13268421,24.0585253,348.8763684,27.85402887,0,23.872,Professional,Percussion
598,4,338.521,28:45.0,A4a4,28:44.6,552,0 days 00:00:00.301859000,28:44.8,28:44.5,28:44.6,25.075,17.13268421,24.0585253,348.8763684,27.85402887,0,11.587,Professional,Percussion
599,5,344.809,28:45.3,A4a4,28:44.9,552,0 days 00:00:00.325080000,28:45.1,28:44.8,28:45.0,36.662,17.13268421,24.0585253,348.8763684,27.85402887,0,-16.933,Professional,Percussion
600,6,326.966,28:45.6,A4a4,28:45.2,552,0 days 00:00:00.348299000,28:45.4,28:45.1,28:45.3,19.729,17.13268421,24.0585253,348.8763684,27.85402887,0,-41.062,Professional,Percussion
601,7,337.469,28:45.9,A4a4,28:45.6,552,0 days 00:00:00.325079000,28:45.8,28:45.4,28:45.6,-21.333,17.13268421,24.0585253,348.8763684,27.85402887,0,33.723,Professional,Percussion
602,8,347.092,28:46.3,A4a4,28:45.9,552,0 days 00:00:00.371520000,28:46.1,28:45.8,28:45.9,12.39,17.13268421,24.0585253,348.8763684,27.85402887,0,-36.818,Professional,Percussion
603,9,346.912,28:46.6,A4a4,28:46.3,552,0 days 00:00:00.348299000,28:46.5,28:46.1,28:46.3,-24.428,17.13268421,24.0585253,348.8763684,27.85402887,0,23.041,Professional,Percussion
604,10,351.71,28:47.0,A4a4,28:46.6,552,0 days 00:00:00.348299000,28:46.8,28:46.5,28:46.6,-1.387,17.13268421,24.0585253,348.8763684,27.85402887,0,4.798,Professional,Percussion
605,11,348.502,28:47.3,A4a4,28:47.0,552,0 days 00:00:00.348300000,28:47.2,28:46.8,28:47.0,3.411,17.13268421,24.0585253,348.8763684,27.85402887,0,-3.209,Professional,Percussion
606,12,373.364,28:47.7,A4a4,28:47.3,552,0 days 00:00:00.348299000,28:47.5,28:47.2,28:47.3,0.202,17.13268421,24.0585253,348.8763684,27.85402887,0,24.863,Professional,Percussion
607,13,332.034,28:48.0,A4a4,28:47.7,552,0 days 00:00:00.325079000,28:47.8,28:47.5,28:47.7,25.065,17.13268421,24.0585253,348.8763684,27.85402887,0,-18.11,Professional,Percussion
608,14,333.152,28:48.3,A4a4,28:48.0,552,0 days 00:00:00.325080000,28:48.2,28:47.8,28:48.0,6.955,17.13268421,24.0585253,348.8763684,27.85402887,0,1.117,Professional,Percussion
609,15,365.708,28:48.7,A4a4,28:48.3,552,0 days 00:00:00.301859000,28:48.5,28:48.2,28:48.3,8.072,17.13268421,24.0585253,348.8763684,27.85402887,0,55.777,Professional,Percussion
610,16,331.24,28:49.0,A4a4,28:48.6,552,0 days 00:00:00.301859000,28:48.8,28:48.5,28:48.7,63.849,17.13268421,24.0585253,348.8763684,27.85402887,0,-34.468,Professional,Percussion
611,17,358.691,28:49.3,A4a4,28:48.9,552,0 days 00:00:00.325080000,28:49.1,28:48.8,28:49.0,29.381,17.13268421,24.0585253,348.8763684,27.85402887,0,4.23,Professional,Percussion
612,18,356.416,28:49.6,A4a4,28:49.3,552,0 days 00:00:00.348299000,28:49.4,28:49.1,28:49.3,33.611,17.13268421,24.0585253,348.8763684,27.85402887,0,-25.494,Professional,Percussion
613,19,449.413,28:50.1,A4a4,28:49.6,552,0 days 00:00:00.348299000,28:49.8,28:49.4,28:49.6,8.117,17.13268421,24.0585253,348.8763684,27.85402887,0,,Professional,Percussion
614,1,-1337.105,23:18.7,A4b1,23:20.0,552,0 days 00:00:01.323537000,23:20.7,23:19.3,23:20.0,9.792,-120.8834118,321.2410105,-2710.742947,1270.760365,2,23.927,Professional,Percussion
615,2,-1313.745,23:20.0,A4b1,23:21.3,552,0 days 00:00:01.137778000,23:21.9,23:20.7,23:21.4,33.719,-120.8834118,321.2410105,-2710.742947,1270.760365,2,102.106,Professional,Percussion
616,3,-1104.059,23:21.4,A4b1,23:22.5,552,0 days 00:00:01.068118000,23:23.0,23:21.9,23:22.6,135.825,-120.8834118,321.2410105,-2710.742947,1270.760365,2,-164.165,Professional,Percussion
617,4,-932.293,23:22.6,A4b1,23:23.5,552,0 days 00:00:01.509297000,23:24.3,23:23.0,23:23.5,-28.34,-120.8834118,321.2410105,-2710.742947,1270.760365,2,-464.869,Professional,Percussion
618,5,-1537.637,23:23.5,A4b1,23:25.0,552,0 days 00:00:01.787936000,23:25.9,23:24.3,23:24.5,-493.209,-120.8834118,321.2410105,-2710.742947,1270.760365,2,-141.285,Professional,Percussion
619,6,-2281.145,23:24.5,A4b1,23:26.8,552,0 days 00:00:01.114558000,23:27.4,23:25.9,23:26.2,-634.494,-120.8834118,321.2410105,-2710.742947,1270.760365,2,846.39,Professional,Percussion
620,7,-1749.052,23:26.2,A4b1,23:27.9,552,0 days 00:00:01.021678000,23:28.4,23:27.4,23:28.1,211.896,-120.8834118,321.2410105,-2710.742947,1270.760365,2,-104.779,Professional,Percussion
621,8,-1916.17,23:27.0,A4b1,23:29.0,552,0 days 00:00:01.044898000,23:29.5,23:28.4,23:29.1,107.117,-120.8834118,321.2410105,-2710.742947,1270.760365,2,-160.588,Professional,Percussion
622,9,-1854.68,23:28.1,A4b1,23:30.0,552,0 days 00:00:01.648617000,23:30.8,23:29.5,23:29.9,-53.471,-120.8834118,321.2410105,-2710.742947,1270.760365,2,-554.973,Professional,Percussion
623,10,-2586.398,23:29.1,A4b1,23:31.7,552,0 days 00:00:01.369977000,23:32.3,23:30.8,23:31.0,-608.444,-120.8834118,321.2410105,-2710.742947,1270.760365,2,491.667,Professional,Percussion
624,11,-3072.065,23:29.9,A4b1,23:33.0,552,0 days 00:00:01.044898000,23:33.5,23:32.3,23:32.9,-116.777,-120.8834118,321.2410105,-2710.742947,1270.760365,2,301.557,Professional,Percussion
625,12,-3023.319,23:31.0,A4b1,23:34.1,552,0 days 00:00:01.555737000,23:34.8,23:33.5,23:34.2,184.78,-120.8834118,321.2410105,-2710.742947,1270.760365,2,-638.826,Professional,Percussion
626,13,-3769.535,23:31.9,A4b1,23:35.6,552,0 days 00:00:01.904036000,23:36.6,23:34.8,23:35.2,-454.046,-120.8834118,321.2410105,-2710.742947,1270.760365,2,-210.133,Professional,Percussion
627,14,-4621.448,23:32.9,A4b1,23:37.5,552,0 days 00:00:01.253878000,23:38.2,23:36.6,23:36.9,-664.179,-120.8834118,321.2410105,-2710.742947,1270.760365,2,926.159,Professional,Percussion
628,15,-4528.871,23:34.2,A4b1,23:38.8,552,0 days 00:00:01.044898000,23:39.3,23:38.2,23:39.0,261.98,-120.8834118,321.2410105,-2710.742947,1270.760365,2,-96.478,Professional,Percussion
629,16,-4656.858,23:35.2,A4b1,23:39.8,552,0 days 00:00:01.207438000,23:40.4,23:39.3,23:40.0,165.502,-120.8834118,321.2410105,-2710.742947,1270.760365,2,-278.171,Professional,Percussion
630,17,-4170.393,23:36.9,A4b1,23:41.0,552,0 days 00:00:01.346757000,23:41.7,23:40.4,23:40.9,-112.669,-120.8834118,321.2410105,-2710.742947,1270.760365,2,,Professional,Percussion
631,18,-3337.113,23:39.0,A4b1,23:42.4,552,0 days 00:00:01.323537000,23:43.0,23:41.7,,,-120.8834118,321.2410105,-2710.742947,1270.760365,2,,Professional,Percussion
632,19,-3712.23,23:40.0,A4b1,23:43.7,552,0 days 00:00:01.346758000,23:44.4,23:43.0,,,-120.8834118,321.2410105,-2710.742947,1270.760365,2,,Professional,Percussion
633,1,696.591,22:58.7,A4b2,22:58.1,552,0 days 00:00:00.673379000,22:58.4,22:57.7,22:58.1,2.206,7.319736842,79.5833795,666.7944737,48.32134741,0,21.006,Professional,Percussion
634,2,684.211,22:59.4,A4b2,22:58.7,552,0 days 00:00:00.603719000,22:59.0,22:58.4,22:58.7,23.212,7.319736842,79.5833795,666.7944737,48.32134741,0,57.28,Professional,Percussion
635,3,655.4,23:00.0,A4b2,22:59.3,552,0 days 00:00:00.603719000,22:59.6,22:59.0,22:59.4,80.492,7.319736842,79.5833795,666.7944737,48.32134741,0,-28.811,Professional,Percussion
636,4,603.568,23:00.5,A4b2,22:59.9,552,0 days 00:00:00.696598000,23:00.3,22:59.6,23:00.0,51.681,7.319736842,79.5833795,666.7944737,48.32134741,0,-144.711,Professional,Percussion
637,5,591.426,23:01.2,A4b2,23:00.6,552,0 days 00:00:00.766259000,23:01.0,23:00.3,23:00.5,-93.03,7.319736842,79.5833795,666.7944737,48.32134741,0,-81.803,Professional,Percussion
638,6,672.689,23:02.1,A4b2,23:01.4,552,0 days 00:00:00.603719000,23:01.7,23:01.0,23:01.2,-174.833,7.319736842,79.5833795,666.7944737,48.32134741,0,243.803,Professional,Percussion
639,7,638.047,23:02.6,A4b2,23:02.0,552,0 days 00:00:00.580499000,23:02.3,23:01.7,23:02.1,68.97,7.319736842,79.5833795,666.7944737,48.32134741,0,-11.422,Professional,Percussion
640,8,589.677,23:03.2,A4b2,23:02.6,552,0 days 00:00:00.580498000,23:02.9,23:02.3,23:02.6,57.548,7.319736842,79.5833795,666.7944737,48.32134741,0,-48.369,Professional,Percussion
641,9,629.997,23:03.8,A4b2,23:03.2,552,0 days 00:00:00.719819000,23:03.5,23:02.9,23:03.2,9.179,7.319736842,79.5833795,666.7944737,48.32134741,0,-99.001,Professional,Percussion
642,10,734.814,23:04.6,A4b2,23:03.9,552,0 days 00:00:00.673379000,23:04.2,23:03.5,23:03.8,-89.822,7.319736842,79.5833795,666.7944737,48.32134741,0,151.257,Professional,Percussion
643,11,660.39,23:05.2,A4b2,23:04.6,552,0 days 00:00:00.603718000,23:04.9,23:04.2,23:04.6,61.435,7.319736842,79.5833795,666.7944737,48.32134741,0,-4.763,Professional,Percussion
644,12,643.694,23:05.8,A4b2,23:05.2,552,0 days 00:00:00.696599000,23:05.5,23:04.9,23:05.2,56.672,7.319736842,79.5833795,666.7944737,48.32134741,0,-109.577,Professional,Percussion
645,13,671.927,23:06.5,A4b2,23:05.9,552,0 days 00:00:00.789479000,23:06.2,23:05.5,23:05.8,-52.905,7.319736842,79.5833795,666.7944737,48.32134741,0,-64.647,Professional,Percussion
646,14,741.915,23:07.4,A4b2,23:06.6,552,0 days 00:00:00.603718000,23:06.9,23:06.2,23:06.5,-117.552,7.319736842,79.5833795,666.7944737,48.32134741,0,255.749,Professional,Percussion
647,15,671.937,23:07.9,A4b2,23:07.2,552,0 days 00:00:00.603719000,23:07.5,23:06.9,23:07.4,138.197,7.319736842,79.5833795,666.7944737,48.32134741,0,-69.979,Professional,Percussion
648,16,633.793,23:08.5,A4b2,23:07.8,552,0 days 00:00:00.650159000,23:08.2,23:07.5,23:07.9,68.218,7.319736842,79.5833795,666.7944737,48.32134741,0,-84.584,Professional,Percussion
649,17,676,23:09.2,A4b2,23:08.5,552,0 days 00:00:00.650159000,23:08.8,23:08.2,23:08.5,-16.366,7.319736842,79.5833795,666.7944737,48.32134741,0,42.207,Professional,Percussion
650,18,713.31,23:09.9,A4b2,23:09.1,552,0 days 00:00:00.673378000,23:09.5,23:08.8,23:09.2,25.841,7.319736842,79.5833795,666.7944737,48.32134741,0,14.091,Professional,Percussion
651,19,759.709,23:10.6,A4b2,23:09.8,552,0 days 00:00:00.673379000,23:10.2,23:09.5,23:09.9,39.932,7.319736842,79.5833795,666.7944737,48.32134741,0,,Professional,Percussion
652,1,1232.025,20:31.9,A4b3,20:30.7,552,0 days 00:00:00.417960000,20:30.9,20:30.5,,,8.725588235,27.25528151,1375.256833,91.17514903,2,,Professional,Percussion
653,2,1237.725,20:32.4,A4b3,20:31.1,552,0 days 00:00:00.394739000,20:31.3,20:30.9,,,8.725588235,27.25528151,1375.256833,91.17514903,2,,Professional,Percussion
654,3,1368.87,20:32.9,A4b3,20:31.5,552,0 days 00:00:00.417959000,20:31.7,20:31.3,20:31.5,13.529,8.725588235,27.25528151,1375.256833,91.17514903,2,-12.162,Professional,Percussion
655,4,1424.924,20:33.4,A4b3,20:31.9,552,0 days 00:00:00.464399000,20:32.2,20:31.7,20:31.9,1.367,8.725588235,27.25528151,1375.256833,91.17514903,2,-40.739,Professional,Percussion
