,Unnamed: 0,Asynchrony,Tap Onset,Test,True Onset,User ID,IOI,Max,Min,Sanitized Tap Onset,Sanitized Asynchrony,Sanitized Mean Asynchrony,Sanitized Std Dev Asynchrony,Mean Asynchrony,Std Dev Asynchrony,Missed Taps,Phase Correction Response,Group,Instrument
1216,32,973.484,26:30.7,H2a4,26:29.8,552,0 days 00:00:00.319794000,26:29.9,26:29.6,26:29.7,-54.24,2.229627907,31.28859357,999.8465581,31.07681831,2,-4.457,Professional,Percussion
1217,33,964.828,26:31.0,H2a4,26:30.1,552,0 days 00:00:00.335743000,26:30.2,26:29.9,26:30.0,-58.697,2.229627907,31.28859357,999.8465581,31.07681831,2,24.491,Professional,Percussion
1218,34,981.2,26:31.4,H2a4,26:30.4,552,0 days 00:00:00.335839000,26:30.6,26:30.2,26:30.4,-34.206,2.229627907,31.28859357,999.8465581,31.07681831,2,16.314,Professional,Percussion
1219,35,985.007,26:31.7,H2a4,26:30.8,552,0 days 00:00:00.335963000,26:30.9,26:30.6,26:30.7,-17.892,2.229627907,31.28859357,999.8465581,31.07681831,2,-24.825,Professional,Percussion
1220,36,1009.31,26:32.1,H2a4,26:31.1,552,0 days 00:00:00.335607000,26:31.3,26:30.9,26:31.0,-42.717,2.229627907,31.28859357,999.8465581,31.07681831,2,16.508,Professional,Percussion
1221,37,993.251,26:32.4,H2a4,26:31.4,552,0 days 00:00:00.319891000,26:31.6,26:31.3,26:31.4,-26.209,2.229627907,31.28859357,999.8465581,31.07681831,2,19.755,Professional,Percussion
1222,38,980.176,26:32.7,H2a4,26:31.7,552,0 days 00:00:00.335818000,26:31.9,26:31.6,26:31.7,-6.454,2.229627907,31.28859357,999.8465581,31.07681831,2,24.448,Professional,Percussion
1223,39,1000.96,26:33.1,H2a4,26:32.1,552,0 days 00:00:00.336026000,26:32.2,26:31.9,26:32.1,17.994,2.229627907,31.28859357,999.8465581,31.07681831,2,-16.478,Professional,Percussion
1224,40,1000.489,26:33.4,H2a4,26:32.4,552,0 days 00:00:00.335835000,26:32.6,26:32.2,26:32.4,1.516,2.229627907,31.28859357,999.8465581,31.07681831,2,-29.019,Professional,Percussion
1225,41,1000.514,26:33.7,H2a4,26:32.7,552,0 days 00:00:00.335694000,26:32.9,26:32.6,26:32.7,-27.503,2.229627907,31.28859357,999.8465581,31.07681831,2,20.908,Professional,Percussion
1226,42,988.218,26:34.1,H2a4,26:33.1,552,0 days 00:00:00.319759000,26:33.2,26:32.9,26:33.1,-6.595,2.229627907,31.28859357,999.8465581,31.07681831,2,15.796,Professional,Percussion
1227,43,1016.43,26:34.4,H2a4,26:33.4,552,0 days 00:00:00.336016000,26:33.6,26:33.2,26:33.4,9.201,2.229627907,31.28859357,999.8465581,31.07681831,2,-0.156,Professional,Percussion
1228,44,,,H2a4,26:33.7,552,0 days 00:00:00.335715000,26:33.9,26:33.6,26:33.7,9.045,2.229627907,31.28859357,999.8465581,31.07681831,2,-12.317,Professional,Percussion
1229,45,,,H2a4,26:34.1,552,0 days 00:00:00.335920000,26:34.2,26:33.9,26:34.1,-3.272,2.229627907,31.28859357,999.8465581,31.07681831,2,,Professional,Percussion
1230,1,2696.296,13:37.9,H2b1,13:35.2,552,0 days 00:00:00.335966000,13:35.3,13:35.0,,,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1231,2,3064.425,13:38.6,H2b1,13:35.5,552,0 days 00:00:00.335808000,13:35.7,13:35.3,,,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1232,3,3334.703,13:39.2,H2b1,13:35.9,552,0 days 00:00:00.319871000,13:36.0,13:35.7,,,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1233,4,3682.158,13:39.9,H2b1,13:36.2,552,0 days 00:00:00.335609000,13:36.3,13:36.0,,,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1234,5,4005.743,13:40.5,H2b1,13:36.5,552,0 days 00:00:00.335870000,13:36.7,13:36.3,,,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1235,6,4357.294,13:41.2,H2b1,13:36.8,552,0 days 00:00:00.335875000,13:37.0,13:36.7,,,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1236,7,4672.38,13:41.9,H2b1,13:37.2,552,0 days 00:00:00.335746000,13:37.3,13:37.0,13:37.2,1.212,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1237,8,4996.201,13:42.5,H2b1,13:37.5,552,0 days 00:00:00.320036000,13:37.7,13:37.3,,,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1238,9,5339.264,13:43.2,H2b1,13:37.8,552,0 days 00:00:00.335819000,13:38.0,13:37.7,13:37.9,41.515,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1239,10,5679.104,13:43.8,H2b1,13:38.2,552,0 days 00:00:00.335985000,13:38.3,13:38.0,,,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1240,11,6035.104,13:44.5,H2b1,13:38.5,552,0 days 00:00:00.335729000,13:38.7,13:38.3,13:38.6,73.806,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1241,12,6350.342,13:45.2,H2b1,13:38.8,552,0 days 00:00:00.335645000,13:39.0,13:38.7,,,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1242,13,6665.612,13:45.8,H2b1,13:39.2,552,0 days 00:00:00.335751000,13:39.3,13:39.0,13:39.2,8.518,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1243,14,7025.908,13:46.5,H2b1,13:39.5,552,0 days 00:00:00.320070000,13:39.7,13:39.3,,,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1244,15,7356.682,13:47.2,H2b1,13:39.8,552,0 days 00:00:00.335724000,13:40.0,13:39.7,,,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1245,16,7675.901,13:47.8,H2b1,13:40.2,552,0 days 00:00:00.335834000,13:40.3,13:40.0,,,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1246,17,8027.923,13:48.5,H2b1,13:40.5,552,0 days 00:00:00.336022000,13:40.7,13:40.3,,,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1247,18,8318.414,13:49.2,H2b1,13:40.8,552,0 days 00:00:00.335778000,13:41.0,13:40.7,,,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1248,19,8600.61,13:49.8,H2b1,13:41.2,552,0 days 00:00:00.319595000,13:41.3,13:41.0,,,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1249,20,,,H2b1,13:41.5,552,0 days 00:00:00.335947000,13:41.7,13:41.3,,,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1250,21,,,H2b1,13:41.8,552,0 days 00:00:00.336021000,13:42.0,13:41.7,,,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1251,22,,,H2b1,13:42.2,552,0 days 00:00:00.335644000,13:42.3,13:42.0,,,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1252,23,,,H2b1,13:42.5,552,0 days 00:00:00.335826000,13:42.7,13:42.3,,,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1253,24,,,H2b1,13:42.8,552,0 days 00:00:00.319969000,13:43.0,13:42.7,,,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1254,25,,,H2b1,13:43.2,552,0 days 00:00:00.335831000,13:43.3,13:43.0,,,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1255,26,,,H2b1,13:43.5,552,0 days 00:00:00.335769000,13:43.7,13:43.3,,,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1256,27,,,H2b1,13:43.8,552,0 days 00:00:00.335726000,13:44.0,13:43.7,,,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1257,28,,,H2b1,13:44.2,552,0 days 00:00:00.335697000,13:44.3,13:44.0,,,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1258,29,,,H2b1,13:44.5,552,0 days 00:00:00.320158000,13:44.7,13:44.3,,,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1259,30,,,H2b1,13:44.8,552,0 days 00:00:00.335810000,13:45.0,13:44.7,,,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1260,31,,,H2b1,13:45.2,552,0 days 00:00:00.335872000,13:45.3,13:45.0,,,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1261,32,,,H2b1,13:45.5,552,0 days 00:00:00.335820000,13:45.7,13:45.3,,,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1262,33,,,H2b1,13:45.8,552,0 days 00:00:00.335809000,13:46.0,13:45.7,,,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1263,34,,,H2b1,13:46.2,552,0 days 00:00:00.335666000,13:46.3,13:46.0,,,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1264,35,,,H2b1,13:46.5,552,0 days 00:00:00.319823000,13:46.7,13:46.3,,,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1265,36,,,H2b1,13:46.8,552,0 days 00:00:00.335957000,13:47.0,13:46.7,,,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1266,37,,,H2b1,13:47.2,552,0 days 00:00:00.335831000,13:47.3,13:47.0,,,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1267,38,,,H2b1,13:47.5,552,0 days 00:00:00.335734000,13:47.7,13:47.3,,,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1268,39,,,H2b1,13:47.8,552,0 days 00:00:00.335913000,13:48.0,13:47.7,,,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1269,40,,,H2b1,13:48.2,552,0 days 00:00:00.319742000,13:48.3,13:48.0,,,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1270,41,,,H2b1,13:48.5,552,0 days 00:00:00.335940000,13:48.7,13:48.3,,,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1271,42,,,H2b1,13:48.8,552,0 days 00:00:00.335873000,13:49.0,13:48.7,,,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1272,43,,,H2b1,13:49.2,552,0 days 00:00:00.335794000,13:49.3,13:49.0,,,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1273,44,,,H2b1,13:49.5,552,0 days 00:00:00.335682000,13:49.7,13:49.3,,,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1274,45,,,H2b1,13:49.8,552,0 days 00:00:00.320065000,13:50.0,13:49.7,,,31.26275,33.34370495,5678.108632,1864.050056,41,,Professional,Percussion
1275,1,1440.956,22:38.2,H2b2,22:36.8,552,0 days 00:00:00.335958000,22:37.0,22:36.6,,,26.65357143,32.6960792,1355.281048,31.94816684,3,,Professional,Percussion
1276,2,1448.849,22:38.6,H2b2,22:37.1,552,0 days 00:00:00.335836000,22:37.3,22:37.0,,,26.65357143,32.6960792,1355.281048,31.94816684,3,,Professional,Percussion
1277,3,1436.403,22:38.9,H2b2,22:37.5,552,0 days 00:00:00.335652000,22:37.6,22:37.3,,,26.65357143,32.6960792,1355.281048,31.94816684,3,,Professional,Percussion
1278,4,1395.628,22:39.2,H2b2,22:37.8,552,0 days 00:00:00.319971000,22:38.0,22:37.6,22:37.9,81.303,26.65357143,32.6960792,1355.281048,31.94816684,3,32.236,Professional,Percussion
1279,5,1411.289,22:39.5,H2b2,22:38.1,552,0 days 00:00:00.335946000,22:38.3,22:38.0,22:38.2,113.539,26.65357143,32.6960792,1355.281048,31.94816684,3,7.905,Professional,Percussion
1280,6,1394.755,22:39.9,H2b2,22:38.5,552,0 days 00:00:00.335742000,22:38.6,22:38.3,22:38.6,121.444,26.65357143,32.6960792,1355.281048,31.94816684,3,-12.352,Professional,Percussion
1281,7,1390.483,22:40.2,H2b2,22:38.8,552,0 days 00:00:00.335716000,22:39.0,22:38.6,22:38.9,109.092,26.65357143,32.6960792,1355.281048,31.94816684,3,-40.839,Professional,Percussion
1282,8,1370.223,22:40.5,H2b2,22:39.1,552,0 days 00:00:00.336000000,22:39.3,22:39.0,22:39.2,68.253,26.65357143,32.6960792,1355.281048,31.94816684,3,-0.368,Professional,Percussion
1283,9,1349.472,22:40.8,H2b2,22:39.5,552,0 days 00:00:00.319642000,22:39.6,22:39.3,22:39.5,67.885,26.65357143,32.6960792,1355.281048,31.94816684,3,-0.23,Professional,Percussion
1284,10,1340.945,22:41.1,H2b2,22:39.8,552,0 days 00:00:00.336074000,22:40.0,22:39.6,22:39.9,67.655,26.65357143,32.6960792,1355.281048,31.94816684,3,-4.604,Professional,Percussion
1285,11,1352.839,22:41.5,H2b2,22:40.1,552,0 days 00:00:00.335899000,22:40.3,22:40.0,22:40.2,63.051,26.65357143,32.6960792,1355.281048,31.94816684,3,-20.443,Professional,Percussion
1286,12,1332.229,22:41.8,H2b2,22:40.5,552,0 days 00:00:00.335628000,22:40.6,22:40.3,22:40.5,42.608,26.65357143,32.6960792,1355.281048,31.94816684,3,-20.379,Professional,Percussion
1287,13,1324.247,22:42.1,H2b2,22:40.8,552,0 days 00:00:00.335772000,22:41.0,22:40.6,22:40.8,22.229,26.65357143,32.6960792,1355.281048,31.94816684,3,-24.657,Professional,Percussion
1288,14,1340.435,22:42.5,H2b2,22:41.1,552,0 days 00:00:00.320057000,22:41.3,22:41.0,22:41.1,-2.428,26.65357143,32.6960792,1355.281048,31.94816684,3,27.911,Professional,Percussion
1289,15,1380.774,22:42.8,H2b2,22:41.5,552,0 days 00:00:00.335572000,22:41.6,22:41.3,22:41.5,25.483,26.65357143,32.6960792,1355.281048,31.94816684,3,-20.283,Professional,Percussion
1290,16,1356.509,22:43.1,H2b2,22:41.8,552,0 days 00:00:00.336100000,22:42.0,22:41.6,22:41.8,5.2,26.65357143,32.6960792,1355.281048,31.94816684,3,-8.454,Professional,Percussion
1291,17,1339.754,22:43.5,H2b2,22:42.1,552,0 days 00:00:00.335802000,22:42.3,22:42.0,22:42.1,-3.254,26.65357143,32.6960792,1355.281048,31.94816684,3,16.158,Professional,Percussion
1292,18,1339.505,22:43.8,H2b2,22:42.5,552,0 days 00:00:00.335856000,22:42.6,22:42.3,22:42.5,12.904,26.65357143,32.6960792,1355.281048,31.94816684,3,24.54,Professional,Percussion
1293,19,1331.189,22:44.1,H2b2,22:42.8,552,0 days 00:00:00.335816000,22:43.0,22:42.6,22:42.8,37.444,26.65357143,32.6960792,1355.281048,31.94816684,3,-24.509,Professional,Percussion
1294,20,1327.042,22:44.5,H2b2,22:43.1,552,0 days 00:00:00.319714000,22:43.3,22:43.0,22:43.1,12.935,26.65357143,32.6960792,1355.281048,31.94816684,3,-0.369,Professional,Percussion
1295,21,1351.04,22:44.8,H2b2,22:43.5,552,0 days 00:00:00.335733000,22:43.6,22:43.3,22:43.5,12.566,26.65357143,32.6960792,1355.281048,31.94816684,3,-0.18,Professional,Percussion
1296,22,1343.188,22:45.1,H2b2,22:43.8,552,0 days 00:00:00.335979000,22:44.0,22:43.6,22:43.8,12.386,26.65357143,32.6960792,1355.281048,31.94816684,3,-8.439,Professional,Percussion
1297,23,1322.11,22:45.4,H2b2,22:44.1,552,0 days 00:00:00.335751000,22:44.3,22:44.0,22:44.1,3.947,26.65357143,32.6960792,1355.281048,31.94816684,3,-4.082,Professional,Percussion
1298,24,1334.233,22:45.8,H2b2,22:44.5,552,0 days 00:00:00.335687000,22:44.6,22:44.3,22:44.5,-0.135,26.65357143,32.6960792,1355.281048,31.94816684,3,8.025,Professional,Percussion
1299,25,1342.678,22:46.1,H2b2,22:44.8,552,0 days 00:00:00.320157000,22:45.0,22:44.6,22:44.8,7.89,26.65357143,32.6960792,1355.281048,31.94816684,3,7.724,Professional,Percussion
1300,26,1362.412,22:46.5,H2b2,22:45.1,552,0 days 00:00:00.335564000,22:45.3,22:45.0,22:45.1,15.614,26.65357143,32.6960792,1355.281048,31.94816684,3,-20.663,Professional,Percussion
1301,27,1342.119,22:46.8,H2b2,22:45.5,552,0 days 00:00:00.335863000,22:45.6,22:45.3,22:45.4,-5.049,26.65357143,32.6960792,1355.281048,31.94816684,3,12.011,Professional,Percussion
1302,28,1350.355,22:47.1,H2b2,22:45.8,552,0 days 00:00:00.335870000,22:46.0,22:45.6,22:45.8,6.962,26.65357143,32.6960792,1355.281048,31.94816684,3,8.262,Professional,Percussion
1303,29,1350.138,22:47.5,H2b2,22:46.1,552,0 days 00:00:00.335830000,22:46.3,22:46.0,22:46.1,15.224,26.65357143,32.6960792,1355.281048,31.94816684,3,4.061,Professional,Percussion
1304,30,1341.884,22:47.8,H2b2,22:46.5,552,0 days 00:00:00.335780000,22:46.6,22:46.3,22:46.5,19.285,26.65357143,32.6960792,1355.281048,31.94816684,3,-20.509,Professional,Percussion
1305,31,1329.364,22:48.1,H2b2,22:46.8,552,0 days 00:00:00.320030000,22:47.0,22:46.6,22:46.8,-1.224,26.65357143,32.6960792,1355.281048,31.94816684,3,24.069,Professional,Percussion
1306,32,1353.433,22:48.5,H2b2,22:47.1,552,0 days 00:00:00.335657000,22:47.3,22:47.0,22:47.1,22.845,26.65357143,32.6960792,1355.281048,31.94816684,3,-0.004,Professional,Percussion
1307,33,1353.438,22:48.8,H2b2,22:47.5,552,0 days 00:00:00.335839000,22:47.6,22:47.3,22:47.5,22.841,26.65357143,32.6960792,1355.281048,31.94816684,3,-8.263,Professional,Percussion
1308,34,1353.266,22:49.1,H2b2,22:47.8,552,0 days 00:00:00.335832000,22:48.0,22:47.6,22:47.8,14.578,26.65357143,32.6960792,1355.281048,31.94816684,3,-12.572,Professional,Percussion
1309,35,1341.062,22:49.5,H2b2,22:48.1,552,0 days 00:00:00.335850000,22:48.3,22:48.0,22:48.1,2.006,26.65357143,32.6960792,1355.281048,31.94816684,3,8.249,Professional,Percussion
1310,36,1336.544,22:49.8,H2b2,22:48.5,552,0 days 00:00:00.319957000,22:48.6,22:48.3,22:48.5,10.255,26.65357143,32.6960792,1355.281048,31.94816684,3,15.705,Professional,Percussion
1311,37,1352.58,22:50.1,H2b2,22:48.8,552,0 days 00:00:00.335890000,22:48.9,22:48.6,22:48.8,25.96,26.65357143,32.6960792,1355.281048,31.94816684,3,-0.223,Professional,Percussion
1312,38,1344.157,22:50.5,H2b2,22:49.1,552,0 days 00:00:00.335703000,22:49.3,22:48.9,22:49.1,25.737,26.65357143,32.6960792,1355.281048,31.94816684,3,-12.075,Professional,Percussion
1313,39,1339.869,22:50.8,H2b2,22:49.5,552,0 days 00:00:00.335629000,22:49.6,22:49.3,22:49.5,13.662,26.65357143,32.6960792,1355.281048,31.94816684,3,-4.297,Professional,Percussion
1314,40,1336.215,22:51.1,H2b2,22:49.8,552,0 days 00:00:00.335969000,22:50.0,22:49.6,22:49.8,9.365,26.65357143,32.6960792,1355.281048,31.94816684,3,0.024,Professional,Percussion
1315,41,1319.36,22:51.4,H2b2,22:50.1,552,0 days 00:00:00.320027000,22:50.3,22:50.0,22:50.1,9.389,26.65357143,32.6960792,1355.281048,31.94816684,3,7.44,Professional,Percussion
1316,42,1318.833,22:51.8,H2b2,22:50.4,552,0 days 00:00:00.335606000,22:50.6,22:50.3,22:50.5,16.829,26.65357143,32.6960792,1355.281048,31.94816684,3,-4.191,Professional,Percussion
1317,43,,,H2b2,22:50.8,552,0 days 00:00:00.335991000,22:50.9,22:50.6,22:50.8,12.638,26.65357143,32.6960792,1355.281048,31.94816684,3,-4.016,Professional,Percussion
1318,44,,,H2b2,22:51.1,552,0 days 00:00:00.335822000,22:51.3,22:50.9,22:51.1,8.622,26.65357143,32.6960792,1355.281048,31.94816684,3,-16.708,Professional,Percussion
1319,45,,,H2b2,22:51.5,552,0 days 00:00:00.335884000,22:51.6,22:51.3,22:51.4,-8.086,26.65357143,32.6960792,1355.281048,31.94816684,3,,Professional,Percussion
1320,1,1359.704,21:00.3,H2b3,20:59.0,552,0 days 00:00:00.335807000,20:59.1,20:58.8,,,6.621380952,17.7840478,1336.787357,18.20212311,3,,Professional,Percussion
1321,2,1351.592,21:00.7,H2b3,20:59.3,552,0 days 00:00:00.335795000,20:59.5,20:59.1,,,6.621380952,17.7840478,1336.787357,18.20212311,3,,Professional,Percussion
1322,3,1339.072,21:01.0,H2b3,20:59.6,552,0 days 00:00:00.319852000,20:59.8,20:59.5,,,6.621380952,17.7840478,1336.787357,18.20212311,3,,Professional,Percussion
1323,4,1355.363,21:01.3,H2b3,21:00.0,552,0 days 00:00:00.335400000,21:00.1,20:59.8,21:00.0,28.695,6.621380952,17.7840478,1336.787357,18.20212311,3,4.155,Professional,Percussion
1324,5,1359.658,21:01.7,H2b3,21:00.3,552,0 days 00:00:00.335929000,21:00.5,21:00.1,21:00.3,32.85,6.621380952,17.7840478,1336.787357,18.20212311,3,-8.234,Professional,Percussion
1325,6,1343.066,21:02.0,H2b3,21:00.6,552,0 days 00:00:00.336139000,21:00.8,21:00.5,21:00.7,24.616,6.621380952,17.7840478,1336.787357,18.20212311,3,-12.864,Professional,Percussion
1326,7,1330.016,21:02.3,H2b3,21:01.0,552,0 days 00:00:00.335816000,21:01.1,21:00.8,21:01.0,11.752,6.621380952,17.7840478,1336.787357,18.20212311,3,0.327,Professional,Percussion
1327,8,1318.109,21:02.6,H2b3,21:01.3,552,0 days 00:00:00.319808000,21:01.5,21:01.1,21:01.3,12.079,6.621380952,17.7840478,1336.787357,18.20212311,3,19.887,Professional,Percussion
1328,9,1354.498,21:03.0,H2b3,21:01.6,552,0 days 00:00:00.335701000,21:01.8,21:01.5,21:01.7,31.966,6.621380952,17.7840478,1336.787357,18.20212311,3,-16.364,Professional,Percussion
1329,10,1378.648,21:03.3,H2b3,21:02.0,552,0 days 00:00:00.337775000,21:02.1,21:01.8,21:02.0,15.602,6.621380952,17.7840478,1336.787357,18.20212311,3,-14.686,Professional,Percussion
1330,11,1356.34,21:03.7,H2b3,21:02.3,552,0 days 00:00:00.333906000,21:02.5,21:02.1,21:02.3,0.916,6.621380952,17.7840478,1336.787357,18.20212311,3,-9.997,Professional,Percussion
1331,12,1346.077,21:04.0,H2b3,21:02.6,552,0 days 00:00:00.335945000,21:02.8,21:02.5,21:02.6,-9.081,6.621380952,17.7840478,1336.787357,18.20212311,3,20.252,Professional,Percussion
1332,13,1329.202,21:04.3,H2b3,21:03.0,552,0 days 00:00:00.335786000,21:03.1,21:02.8,21:03.0,11.171,6.621380952,17.7840478,1336.787357,18.20212311,3,24.065,Professional,Percussion
1333,14,1341.702,21:04.7,H2b3,21:03.3,552,0 days 00:00:00.319904000,21:03.5,21:03.1,21:03.3,35.236,6.621380952,17.7840478,1336.787357,18.20212311,3,-4.437,Professional,Percussion
1334,15,1365.301,21:05.0,H2b3,21:03.6,552,0 days 00:00:00.335681000,21:03.8,21:03.5,21:03.7,30.799,6.621380952,17.7840478,1336.787357,18.20212311,3,-12.038,Professional,Percussion
1335,16,1332.895,21:05.3,H2b3,21:04.0,552,0 days 00:00:00.335968000,21:04.1,21:03.8,21:04.0,18.761,6.621380952,17.7840478,1336.787357,18.20212311,3,-16.898,Professional,Percussion
1336,17,1332.364,21:05.6,H2b3,21:04.3,552,0 days 00:00:00.335793000,21:04.5,21:04.1,21:04.3,1.863,6.621380952,17.7840478,1336.787357,18.20212311,3,12.493,Professional,Percussion
1337,18,1344.804,21:06.0,H2b3,21:04.6,552,0 days 00:00:00.335982000,21:04.8,21:04.5,21:04.7,14.356,6.621380952,17.7840478,1336.787357,18.20212311,3,7.521,Professional,Percussion
1338,19,1344.882,21:06.3,H2b3,21:05.0,552,0 days 00:00:00.319481000,21:05.1,21:04.8,21:05.0,21.877,6.621380952,17.7840478,1336.787357,18.20212311,3,-16.206,Professional,Percussion
1339,20,1336.306,21:06.6,H2b3,21:05.3,552,0 days 00:00:00.335715000,21:05.5,21:05.1,21:05.3,5.671,6.621380952,17.7840478,1336.787357,18.20212311,3,-0.278,Professional,Percussion
1340,21,1319.957,21:06.9,H2b3,21:05.6,552,0 days 00:00:00.336187000,21:05.8,21:05.5,21:05.6,5.393,6.621380952,17.7840478,1336.787357,18.20212311,3,12.046,Professional,Percussion
1341,22,1306.93,21:07.3,H2b3,21:06.0,552,0 days 00:00:00.335755000,21:06.1,21:05.8,21:06.0,17.439,6.621380952,17.7840478,1336.787357,18.20212311,3,0.305,Professional,Percussion
1342,23,1331.735,21:07.6,H2b3,21:06.3,552,0 days 00:00:00.335697000,21:06.5,21:06.1,21:06.3,17.744,6.621380952,17.7840478,1336.787357,18.20212311,3,-24.792,Professional,Percussion
1343,24,1348.181,21:08.0,H2b3,21:06.6,552,0 days 00:00:00.335795000,21:06.8,21:06.5,21:06.6,-7.048,6.621380952,17.7840478,1336.787357,18.20212311,3,-16.429,Professional,Percussion
1344,25,1348.075,21:08.3,H2b3,21:07.0,552,0 days 00:00:00.319888000,21:07.1,21:06.8,21:06.9,-23.477,6.621380952,17.7840478,1336.787357,18.20212311,3,3.272,Professional,Percussion
1345,26,1359.762,21:08.7,H2b3,21:07.3,552,0 days 00:00:00.336085000,21:07.5,21:07.1,21:07.3,-20.205,6.621380952,17.7840478,1336.787357,18.20212311,3,24.475,Professional,Percussion
1346,27,1355.074,21:09.0,H2b3,21:07.6,552,0 days 00:00:00.335829000,21:07.8,21:07.5,21:07.6,4.27,6.621380952,17.7840478,1336.787357,18.20212311,3,16.314,Professional,Percussion
1347,28,1322.197,21:09.3,H2b3,21:08.0,552,0 days 00:00:00.335639000,21:08.1,21:07.8,21:08.0,20.584,6.621380952,17.7840478,1336.787357,18.20212311,3,0.05,Professional,Percussion
1348,29,1297.951,21:09.6,H2b3,21:08.3,552,0 days 00:00:00.335899000,21:08.5,21:08.1,21:08.3,20.634,6.621380952,17.7840478,1336.787357,18.20212311,3,-4.324,Professional,Percussion
1349,30,1314.196,21:10.0,H2b3,21:08.6,552,0 days 00:00:00.319798000,21:08.8,21:08.5,21:08.7,16.31,6.621380952,17.7840478,1336.787357,18.20212311,3,11.599,Professional,Percussion
1350,31,1313.824,21:10.3,H2b3,21:09.0,552,0 days 00:00:00.335710000,21:09.1,21:08.8,21:09.0,27.909,6.621380952,17.7840478,1336.787357,18.20212311,3,-32.758,Professional,Percussion
1351,32,1309.692,21:10.6,H2b3,21:09.3,552,0 days 00:00:00.336136000,21:09.5,21:09.1,21:09.3,-4.849,6.621380952,17.7840478,1336.787357,18.20212311,3,-24.743,Professional,Percussion
1352,33,1337.942,21:11.0,H2b3,21:09.6,552,0 days 00:00:00.335881000,21:09.8,21:09.5,21:09.6,-29.592,6.621380952,17.7840478,1336.787357,18.20212311,3,16.263,Professional,Percussion
1353,34,1341.769,21:11.3,H2b3,21:10.0,552,0 days 00:00:00.335586000,21:10.1,21:09.8,21:10.0,-13.329,6.621380952,17.7840478,1336.787357,18.20212311,3,-16.16,Professional,Percussion
1354,35,1317.349,21:11.6,H2b3,21:10.3,552,0 days 00:00:00.320078000,21:10.5,21:10.1,21:10.3,-29.489,6.621380952,17.7840478,1336.787357,18.20212311,3,11.5,Professional,Percussion
1355,36,1345.638,21:12.0,H2b3,21:10.6,552,0 days 00:00:00.335599000,21:10.8,21:10.5,21:10.6,-17.989,6.621380952,17.7840478,1336.787357,18.20212311,3,28.787,Professional,Percussion
